# Crack ledger, grouped by batch. See hashes/overrides/README.md.
#: game-entity-sweep	GameEntity sweep leftovers; its class half merged as CommunityDragon/Data#35
#: pre-ledger-backlog	Predates the ledger; dates from git blame, method not recoverable
#: season16-modes-ui	16.9-16.14 exes + dumps: Monarch/Battlegrounds/TFT, ClientState, keybinds, Params*
#: vfx-driver-graph	IVfxBaseDriver graph; 16.13 exe MetaClass_register table, FNV-1a exact, no attested strings
#: gameplay-texture	A map-sized RGBA render target the game paints into during a match, one gameplay layer per texture channel. The engine spells the subsystem out: shader macros GAMEPLAY_TEXTURE / GAMEPLAY_TEXTURE_VS, a GameplayTextureDataStream, and ASSETS/Shaders/HLSL/GameplayTexture/PS_GAMEPLAY_TEXTURE.ps. Registration order pins each name to its slot, and the Sampler entries are handed straight to Material::AppendSamplerValue. Present in 16.15, no authored data yet.
#: map-graphics-unproven	Two map graphics finds where the hash is the only real evidence. Registration order narrows MapAntiAliasing to a MapA* name and its two U8 fields fit, but nothing in the client ever reads the class, so there is no behaviour to check the string against. RenderTargetSize is a U32 defaulting to 4096 on a class that is itself still unnamed. Plausible, not established - do not send upstream.
#: meta-delta-16.14	16.14 dump (7949266) delta vs 16.13: family templates (VfxPhysics<X>Modifier, <X>RigPoseModifierData, VfxEmission<X>) plus a Start/End shared-prefix pairing proof on DynamicsChainProperties; every hash re-checked for a mov edx,<hash> registrar site in the installed 16.15 client.
#: meta-delta-16.14-unproven	Same 16.14 sweep, names NOT established: WardSkin collides on 0x75895412 with HideRarity so the hash cannot choose between them; PropertyTraits names an empty interface with no structure to corroborate against; CollisionForce has no sibling or numeric support and is gone by 16.15. DO NOT submit upstream.
#: propertyloadable-ui	PropertyLoadable's UI tree. Names pinned by their slot in the client's registration order; UiComponent also shows up in shipped paths.

hash	table	name	batch	cracked	status	pr
8e2e1f5e	binfields	DropRateButton	pre-ledger-backlog	2026-07-20	pending	-
ea4b69c5	binfields	DuplicateText	pre-ledger-backlog	2026-07-20	pending	-
af128762	binfields	DurationSeconds	pre-ledger-backlog	2026-07-20	pending	-
9561c6b3	binfields	EarlyComp	pre-ledger-backlog	2026-07-20	pending	-
8e97ff30	binfields	EasingData	pre-ledger-backlog	2026-07-20	pending	-
4e7c6b11	binfields	EffectColor0	pre-ledger-backlog	2026-07-20	pending	-
4d7c697e	binfields	EffectColor1	pre-ledger-backlog	2026-07-20	pending	-
f6fd1c96	bintypes	EffectCustomMaterialData	pre-ledger-backlog	2026-07-20	pending	-
39a1c5e5	binfields	ElapsedTimeColor	pre-ledger-backlog	2026-07-20	pending	-
ec5a120e	binfields	ElementCount	pre-ledger-backlog	2026-07-20	pending	-
f8ee7183	binfields	ElementEnter	pre-ledger-backlog	2026-07-20	pending	-
17d6be37	binfields	ElementExit	pre-ledger-backlog	2026-07-20	pending	-
6971d77f	binfields	ElementList	pre-ledger-backlog	2026-07-20	pending	-
de03ac0a	binfields	EmblemIcon	pre-ledger-backlog	2026-07-20	pending	-
f92d1cec	binfields	EmoteDirection	pre-ledger-backlog	2026-07-20	pending	-
713db564	binfields	EmoteItem	pre-ledger-backlog	2026-07-20	pending	-
51ada002	bintypes	EmoteModifier	pre-ledger-backlog	2026-07-20	pending	-
bcd3fffb	binfields	EmoteType	pre-ledger-backlog	2026-07-20	pending	-
74adca0b	binfields	EmptyIcon	pre-ledger-backlog	2026-07-20	pending	-
29d7590a	binfields	EmptyTexturePath	pre-ledger-backlog	2026-07-20	pending	-
2bb40018	binfields	EmptyTicks	pre-ledger-backlog	2026-07-20	pending	-
08dad7b8	binfields	EnableEncounters	pre-ledger-backlog	2026-07-20	pending	-
c4936408	bintypes	EnableNever	pre-ledger-backlog	2026-07-20	pending	-
4142edcd	bintypes	EnableWhenAll	pre-ledger-backlog	2026-07-20	pending	-
a0b12922	binfields	EncounterButton	pre-ledger-backlog	2026-07-20	pending	-
c67a7d17	binfields	EncounterIcon	pre-ledger-backlog	2026-07-20	pending	-
63508947	binfields	EncounterNumber	pre-ledger-backlog	2026-07-20	pending	-
b3110c3d	binfields	EndColor	pre-ledger-backlog	2026-07-20	pending	-
9d636613	binfields	EndDegrees	pre-ledger-backlog	2026-07-20	pending	-
dffa5e65	binfields	EndDivision	pre-ledger-backlog	2026-07-20	pending	-
deaaf4b8	binfields	EndFloat	pre-ledger-backlog	2026-07-20	pending	-
762dd179	binfields	EndLocation	pre-ledger-backlog	2026-07-20	pending	-
af7d7ce0	binfields	EndScale	pre-ledger-backlog	2026-07-20	pending	-
6837c753	binfields	EndValue	pre-ledger-backlog	2026-07-20	pending	-
1f4223e1	binfields	EndVector	pre-ledger-backlog	2026-07-20	pending	-
b5cc1f9b	binfields	EnemyCompanion	pre-ledger-backlog	2026-07-20	pending	-
a5e2e84f	binfields	EnemyDamageSkin	pre-ledger-backlog	2026-07-20	pending	-
047483a1	binfields	EnemyLayout	pre-ledger-backlog	2026-07-20	pending	-
a159f8ea	binfields	EnemyMapSkin	pre-ledger-backlog	2026-07-20	pending	-
8a3fc6eb	binfields	EntityDefinition	pre-ledger-backlog	2026-07-20	pending	-
4a22b647	binfields	EntityInputs	pre-ledger-backlog	2026-07-20	pending	-
78e42784	bintypes	EntityPolygonData	pre-ledger-backlog	2026-07-20	pending	-
989015d3	binfields	EntityRef	pre-ledger-backlog	2026-07-20	pending	-
48ebb2cf	bintypes	EntityState	pre-ledger-backlog	2026-07-20	pending	-
21015269	bintypes	EnvironmentEntity	pre-ledger-backlog	2026-07-20	pending	-
0329cc30	binfields	Equipped	pre-ledger-backlog	2026-07-20	pending	-
221758ae	binfields	EquippedBorder	pre-ledger-backlog	2026-07-20	pending	-
352afac6	binfields	EquippedBuffs	pre-ledger-backlog	2026-07-20	pending	-
d0547d28	binfields	EquippedTrakey	pre-ledger-backlog	2026-07-20	pending	-
f701308d	binfields	ErrorDescriptionTraKey	pre-ledger-backlog	2026-07-20	pending	-
feb06968	binfields	ErrorGroup	pre-ledger-backlog	2026-07-20	pending	-
7f4e86a0	binfields	ErrorTexture	pre-ledger-backlog	2026-07-20	pending	-
d3eab8e5	binfields	EventCarousel	pre-ledger-backlog	2026-07-20	pending	-
d3eab8e5	bintypes	EventCarousel	pre-ledger-backlog	2026-07-20	pending	-
dcf1a165	binfields	EventMapIndex	pre-ledger-backlog	2026-07-20	pending	-
81ba3772	binfields	EventPrompts	pre-ledger-backlog	2026-07-20	pending	-
5950d0c5	binfields	EventSet	pre-ledger-backlog	2026-07-20	pending	-
9f56fb21	binfields	ExchangeIcon	pre-ledger-backlog	2026-07-20	pending	-
e40347b4	binfields	ExcludeTags	pre-ledger-backlog	2026-07-20	pending	-
a01e3d98	binfields	Execute	pre-ledger-backlog	2026-07-20	pending	-
c1be745d	binfields	ExecuteBar	pre-ledger-backlog	2026-07-20	pending	-
0777a7af	binfields	ExpBonus	pre-ledger-backlog	2026-07-20	pending	-
1dc91264	binfields	ExpUpgrade	pre-ledger-backlog	2026-07-20	pending	-
5c8ff3a6	binfields	Factor	pre-ledger-backlog	2026-07-20	pending	-
aae9bc5e	binfields	FailTra	pre-ledger-backlog	2026-07-20	pending	-
64c2cb47	binfields	FailureOverlay	pre-ledger-backlog	2026-07-20	pending	-
0f9ec900	binfields	FalloffEasingType	pre-ledger-backlog	2026-07-20	pending	-
1b41c046	binfields	FalloffPower	pre-ledger-backlog	2026-07-20	pending	-
caa773b3	binfields	FalloffRadius	pre-ledger-backlog	2026-07-20	pending	-
101918e3	binfields	FalloffTexturePath	pre-ledger-backlog	2026-07-20	pending	-
27ee9af9	binfields	FavoriteButton	pre-ledger-backlog	2026-07-20	pending	-
155cac23	binfields	FeatsEvents	pre-ledger-backlog	2026-07-20	pending	-
6faf0b56	binfields	FeatsTracker	pre-ledger-backlog	2026-07-20	pending	-
de07f33b	bintypes	FeatsViewController	pre-ledger-backlog	2026-07-20	pending	-
99a12b95	binfields	FeatureType	pre-ledger-backlog	2026-07-20	pending	-
630b9e09	binfields	FightDuration	pre-ledger-backlog	2026-07-20	pending	-
a9a04dd9	binfields	FillIcon	pre-ledger-backlog	2026-07-20	pending	-
2c24fe60	binfields	FillPriority	pre-ledger-backlog	2026-07-20	pending	-
11292cca	binfields	FillVolume	pre-ledger-backlog	2026-07-20	pending	-
815aaee7	binfields	FilterButton	pre-ledger-backlog	2026-07-20	pending	-
f2c9b3be	binfields	FilterGroup	pre-ledger-backlog	2026-07-20	pending	-
d4e4979c	binfields	FilternameTraKey	pre-ledger-backlog	2026-07-20	pending	-
8c9d99d3	bintypes	FloatConcept	pre-ledger-backlog	2026-07-20	pending	-
e3fdb170	binfields	FlowId	pre-ledger-backlog	2026-07-20	pending	-
f1a61846	binfields	FormIcon	pre-ledger-backlog	2026-07-20	pending	-
146fb80f	binfields	FrameButtons	pre-ledger-backlog	2026-07-20	pending	-
20607eb7	binfields	FromAnyone	pre-ledger-backlog	2026-07-20	pending	-
8c54e274	binfields	FunctionInputs	pre-ledger-backlog	2026-07-20	pending	-
de888209	binfields	FunctionOutputs	pre-ledger-backlog	2026-07-20	pending	-
519f6794	bintypes	GameEntityOnActivate	pre-ledger-backlog	2026-07-20	pending	-
edd5a857	bintypes	GameEntityOnDeactivate	pre-ledger-backlog	2026-07-20	pending	-
47e340fa	bintypes	GameEntityOnEnterAlive	pre-ledger-backlog	2026-07-20	pending	-
9c8e09ba	bintypes	GameEntityOnExitAlive	pre-ledger-backlog	2026-07-20	pending	-
66b08b77	bintypes	GameEntityOnInit	pre-ledger-backlog	2026-07-20	pending	-
deb252e8	bintypes	GameEntityOnUpdate	pre-ledger-backlog	2026-07-20	pending	-
520cfbb9	binfields	GameModeAssets	pre-ledger-backlog	2026-07-20	pending	-
bfe15a6a	binfields	GameModeTemplate	pre-ledger-backlog	2026-07-20	pending	-
b4873916	binfields	GameTime	pre-ledger-backlog	2026-07-20	pending	-
fcb92181	bintypes	GamemodeDefinition	pre-ledger-backlog	2026-07-20	pending	-
8fc31a1b	bintypes	GamemodeEntity	pre-ledger-backlog	2026-07-20	pending	-
19752079	binfields	GeometryType	pre-ledger-backlog	2026-07-20	pending	-
b9b4d8d7	binfields	GoldAmount	pre-ledger-backlog	2026-07-20	pending	-
db0e9d5b	binfields	GoldMax	pre-ledger-backlog	2026-07-20	pending	-
b5a4f01e	binfields	GoldThreshold	pre-ledger-backlog	2026-07-20	pending	-
234f4a0c	binfields	GoldToNextLevelTra	pre-ledger-backlog	2026-07-20	pending	-
726ae049	binfields	GoldUpgrade	pre-ledger-backlog	2026-07-20	pending	-
3aaf5ccb	binfields	GridX	pre-ledger-backlog	2026-07-20	pending	-
39af5b38	binfields	GridY	pre-ledger-backlog	2026-07-20	pending	-
1ad36bf4	binfields	GroupElement	pre-ledger-backlog	2026-07-20	pending	-
fc51c324	binfields	GroupHelper	pre-ledger-backlog	2026-07-20	pending	-
03e58e16	binfields	GroupTemplate	pre-ledger-backlog	2026-07-20	pending	-
ed0c3757	binfields	H	pre-ledger-backlog	2026-07-20	pending	-
c2aa4bfd	binfields	HeaderImage	pre-ledger-backlog	2026-07-20	pending	-
91cef9f4	binfields	HealthbarBackground	pre-ledger-backlog	2026-07-20	pending	-
bae18fd9	binfields	Healthbars	pre-ledger-backlog	2026-07-20	pending	-
32006fba	binfields	HeightFog	pre-ledger-backlog	2026-07-20	pending	-
b0d4508d	binfields	HeightFogColor	pre-ledger-backlog	2026-07-20	pending	-
2188a687	binfields	HeightFogEnd	pre-ledger-backlog	2026-07-20	pending	-
8e731442	binfields	HeightFogStart	pre-ledger-backlog	2026-07-20	pending	-
9e6ab7fa	binfields	Helpers	pre-ledger-backlog	2026-07-20	pending	-
949cfb4a	binfields	HighlightedTrait	pre-ledger-backlog	2026-07-20	pending	-
eb6c72dd	binfields	HitTexture	pre-ledger-backlog	2026-07-20	pending	-
00fbeff0	binfields	HoldType	pre-ledger-backlog	2026-07-20	pending	-
ba92cb0e	binfields	HoverFrame	pre-ledger-backlog	2026-07-20	pending	-
49246df0	binfields	HubTexturePath	pre-ledger-backlog	2026-07-20	pending	-
633137b6	binfields	HubTimerText	pre-ledger-backlog	2026-07-20	pending	-
cd27a573	binfields	HudIcon	pre-ledger-backlog	2026-07-20	pending	-
46905b86	binfields	HudScene	pre-ledger-backlog	2026-07-20	pending	-
bbd667ce	binfields	HudVfx	pre-ledger-backlog	2026-07-20	pending	-
2f910682	bintypes	IChromaData	pre-ledger-backlog	2026-07-20	pending	-
6630fcec	bintypes	IClientBlock	pre-ledger-backlog	2026-07-20	pending	-
ea87b2b3	bintypes	IClockDefinition	pre-ledger-backlog	2026-07-20	pending	-
ba72e3df	bintypes	IClockProvider	pre-ledger-backlog	2026-07-20	pending	-
ee2395e5	bintypes	IColorGet	pre-ledger-backlog	2026-07-20	pending	-
01375d0b	bintypes	IComponentData	pre-ledger-backlog	2026-07-20	pending	-
83eae5d9	bintypes	ICustomGet	pre-ledger-backlog	2026-07-20	pending	-
3ff050d9	bintypes	IEntityGet	pre-ledger-backlog	2026-07-20	pending	-
5ba190cc	bintypes	IKeyBind	pre-ledger-backlog	2026-07-20	pending	-
0f12869d	bintypes	IMapGroup	pre-ledger-backlog	2026-07-20	pending	-
35cff9f4	bintypes	IMonarchAction	pre-ledger-backlog	2026-07-20	local	-
9f6bccee	bintypes	IMonarchKeybind	pre-ledger-backlog	2026-07-20	local	-
c56dc33d	bintypes	IPathGet	pre-ledger-backlog	2026-07-20	pending	-
f3818a3f	bintypes	ISegmentGet	pre-ledger-backlog	2026-07-20	pending	-
309738e5	bintypes	ITeam	pre-ledger-backlog	2026-07-20	pending	-
702ab00b	bintypes	ITftItemfilter	pre-ledger-backlog	2026-07-20	pending	-
acc5c631	bintypes	ITimerController	pre-ledger-backlog	2026-07-20	pending	-
c6674208	bintypes	ITimerView	pre-ledger-backlog	2026-07-20	pending	-
49e845fb	bintypes	IUiBlock	pre-ledger-backlog	2026-07-20	pending	-
b3499e6f	bintypes	IUiElementIGet	pre-ledger-backlog	2026-07-20	pending	-
54d18cd8	binfields	IconData	pre-ledger-backlog	2026-07-20	pending	-
33c6fd60	binfields	IconHelper	pre-ledger-backlog	2026-07-20	pending	-
af0087eb	binfields	IconLibrary	pre-ledger-backlog	2026-07-20	pending	-
625013d9	binfields	IconProperty	pre-ledger-backlog	2026-07-20	pending	-
8275f0d1	binfields	IconTypes	pre-ledger-backlog	2026-07-20	pending	-
c301cf93	binfields	Idle	pre-ledger-backlog	2026-07-20	pending	-
f1a8065e	binfields	IdleBuff	pre-ledger-backlog	2026-07-20	pending	-
059e86a1	binfields	IdleUi	pre-ledger-backlog	2026-07-20	pending	-
6ff00c07	binfields	IgnoreSnapCameraOnRespawn	pre-ledger-backlog	2026-07-20	pending	-
d1d746ab	binfields	Images	pre-ledger-backlog	2026-07-20	pending	-
4191b710	binfields	ImportButton	pre-ledger-backlog	2026-07-20	pending	-
a59d8bc6	binfields	InactiveBorder	pre-ledger-backlog	2026-07-20	pending	-
64f7e0ef	binfields	InactiveColor	pre-ledger-backlog	2026-07-20	pending	-
bc6e5ae5	binfields	InactiveFrame	pre-ledger-backlog	2026-07-20	pending	-
2cf4d973	binfields	InactiveTooltip	pre-ledger-backlog	2026-07-20	pending	-
895ffcd9	binfields	InactiveTra	pre-ledger-backlog	2026-07-20	pending	-
cfdb2d7c	binfields	Includes	pre-ledger-backlog	2026-07-20	pending	-
0ba6f538	binfields	IncompleteColor	pre-ledger-backlog	2026-07-20	pending	-
3812e73e	binfields	Increment	pre-ledger-backlog	2026-07-20	pending	-
1d2e3b42	binfields	InitialColor	pre-ledger-backlog	2026-07-20	pending	-
193b8a8a	binfields	InitialFramerate	pre-ledger-backlog	2026-07-20	pending	-
16037af4	binfields	InitialState	pre-ledger-backlog	2026-07-20	pending	-
1d6b0e07	binfields	InitialUvoffset	pre-ledger-backlog	2026-07-20	pending	-
0fd2cf85	binfields	InnateGrouping	pre-ledger-backlog	2026-07-20	pending	-
e4ecb00c	binfields	InputCondition	pre-ledger-backlog	2026-07-20	pending	-
f248d989	binfields	InputEvent	pre-ledger-backlog	2026-07-20	pending	-
0214e671	binfields	InputParams	pre-ledger-backlog	2026-07-20	pending	-
ee26c73f	binfields	InstanceVariables	pre-ledger-backlog	2026-07-20	pending	-
c14a25ae	binfields	InteractDef	pre-ledger-backlog	2026-07-20	pending	-
87c66597	binfields	InteractPriority	pre-ledger-backlog	2026-07-20	pending	-
fc67d839	binfields	IntroAnimation	pre-ledger-backlog	2026-07-20	pending	-
c2079a3f	binfields	IntroLoop	pre-ledger-backlog	2026-07-20	pending	-
ea4aa27c	binfields	IntroSequence	pre-ledger-backlog	2026-07-20	pending	-
f554980c	binfields	InventorySlotlinks	pre-ledger-backlog	2026-07-20	pending	-
8a0ba5dd	binfields	InventoryTemplate	pre-ledger-backlog	2026-07-20	pending	-
fd36c650	binfields	InvertResult	pre-ledger-backlog	2026-07-20	pending	-
8a07caf5	binfields	InvulnerableGroup	pre-ledger-backlog	2026-07-20	pending	-
863f1f6f	binfields	InvulnerableIcon	pre-ledger-backlog	2026-07-20	pending	-
7a9d64ea	binfields	IsAutoAttackOverride	pre-ledger-backlog	2026-07-20	pending	-
808fcd61	binfields	IsButton	pre-ledger-backlog	2026-07-20	pending	-
68309c0b	binfields	IsExclusive	pre-ledger-backlog	2026-07-20	pending	-
66d660db	binfields	IsOverflow	pre-ledger-backlog	2026-07-20	pending	-
fcea40c4	binfields	IsOwner	pre-ledger-backlog	2026-07-20	pending	-
086f3c70	binfields	IsReplicated	pre-ledger-backlog	2026-07-20	pending	-
dfefe716	binfields	IsUnique	pre-ledger-backlog	2026-07-20	pending	-
a1456915	binfields	ItemCount	pre-ledger-backlog	2026-07-20	pending	-
cc0e6fee	binfields	ItemCountText	pre-ledger-backlog	2026-07-20	pending	-
a88e4d4d	binfields	ItemDef	pre-ledger-backlog	2026-07-20	pending	-
c27d6478	binfields	ItemDescription	pre-ledger-backlog	2026-07-20	pending	-
c14326e0	binfields	ItemFilter	pre-ledger-backlog	2026-07-20	pending	-
4f958685	binfields	ItemIdAlias	pre-ledger-backlog	2026-07-20	pending	-
e917e5c0	binfields	ItemLayout	pre-ledger-backlog	2026-07-20	pending	-
01a2dc28	binfields	ItemOutline	pre-ledger-backlog	2026-07-20	pending	-
43703702	binfields	ItemRegion	pre-ledger-backlog	2026-07-20	pending	-
a4b002d7	binfields	ItemsList	pre-ledger-backlog	2026-07-20	pending	-
f1e19578	binfields	KeyDest	pre-ledger-backlog	2026-07-20	pending	-
5307f5e1	bintypes	KeybindSet	pre-ledger-backlog	2026-07-20	pending	-
d8b966a9	binfields	KeysList	pre-ledger-backlog	2026-07-20	pending	-
d7150c53	binfields	KeysTemplate	pre-ledger-backlog	2026-07-20	pending	-
42fb312d	binfields	KeystoneSpell	pre-ledger-backlog	2026-07-20	pending	-
f1cea006	binfields	KillOffset	pre-ledger-backlog	2026-07-20	pending	-
6611a3fc	binfields	KillThreshold	pre-ledger-backlog	2026-07-20	pending	-
e90c310b	binfields	L	pre-ledger-backlog	2026-07-20	pending	-
fe87f21e	binfields	LastHitData	pre-ledger-backlog	2026-07-20	pending	-
fe87f21e	bintypes	LastHitData	pre-ledger-backlog	2026-07-20	pending	-
cebfa3e8	binfields	LeaderboardButton	pre-ledger-backlog	2026-07-20	pending	-
4a7f3786	bintypes	LeaderboardConfiguration	pre-ledger-backlog	2026-07-20	pending	-
15b50d34	binfields	LeaderboardHighlight	pre-ledger-backlog	2026-07-20	pending	-
a07db915	binfields	LeftSource	pre-ledger-backlog	2026-07-20	pending	-
09a124d7	bintypes	LegacyTeam	pre-ledger-backlog	2026-07-20	pending	-
6b863734	bintypes	LegacyVisFlagVisController	pre-ledger-backlog	2026-07-20	pending	-
0d39efe5	binfields	LevelBackground	pre-ledger-backlog	2026-07-20	pending	-
cfce3637	binfields	LevelCard	pre-ledger-backlog	2026-07-20	pending	-
78c0fc71	binfields	LevelDescription	pre-ledger-backlog	2026-07-20	pending	-
496d22af	bintypes	LevelPurchaseViewController	pre-ledger-backlog	2026-07-20	pending	-
6ea8c65e	binfields	LevelSplash	pre-ledger-backlog	2026-07-20	pending	-
55172611	binfields	LevelTitle	pre-ledger-backlog	2026-07-20	pending	-
93f9cdb7	bintypes	LevelUpSpellBlock	pre-ledger-backlog	2026-07-20	pending	-
db6ea1a7	binfields	LinkedPath	pre-ledger-backlog	2026-07-20	pending	-
ea69d6f3	bintypes	ListGet	pre-ledger-backlog	2026-07-20	pending	-
9fb37b48	binfields	ListKey	pre-ledger-backlog	2026-07-20	pending	-
07f017af	binfields	Live	pre-ledger-backlog	2026-07-20	pending	-
8069a433	bintypes	LoLCastActionKeybind	pre-ledger-backlog	2026-07-20	pending	-
be07ec3f	bintypes	LoLCursorContextAwareKeybind	pre-ledger-backlog	2026-07-20	pending	-
d8a0b4e6	bintypes	LoLModesEventChoiceViewController	pre-ledger-backlog	2026-07-20	pending	-
2e181f68	bintypes	LoLReconModeKeybind	pre-ledger-backlog	2026-07-20	pending	-
080929fe	bintypes	LoLSpellSlotKeybind	pre-ledger-backlog	2026-07-20	pending	-
51f3b0ef	bintypes	LoLSpellSlotLevelUpKeybind	pre-ledger-backlog	2026-07-20	pending	-
c995099d	binfields	LoadableModifiers	pre-ledger-backlog	2026-07-20	pending	-
753697fe	binfields	LoadingGroup	pre-ledger-backlog	2026-07-20	pending	-
16a02153	binfields	LocationIcon	pre-ledger-backlog	2026-07-20	pending	-
c2463f9f	binfields	LocationTags	pre-ledger-backlog	2026-07-20	pending	-
2ab3b60a	binfields	LockCameraEnabled	pre-ledger-backlog	2026-07-20	pending	-
30ca5185	binfields	LockedBorder	pre-ledger-backlog	2026-07-20	pending	-
e2622bf2	binfields	LockedColor	pre-ledger-backlog	2026-07-20	pending	-
3df969ff	binfields	LockedSlot	pre-ledger-backlog	2026-07-20	pending	-
27688fd4	binfields	LockedText	pre-ledger-backlog	2026-07-20	pending	-
3cebd87c	binfields	LockedTra	pre-ledger-backlog	2026-07-20	pending	-
6bfb316f	binfields	LogicalName	pre-ledger-backlog	2026-07-20	pending	-
9fd03293	binfields	LogoutButton	pre-ledger-backlog	2026-07-20	pending	-
82bb207a	binfields	LowerBound	pre-ledger-backlog	2026-07-20	pending	-
47343861	binfields	MagicResistance	pre-ledger-backlog	2026-07-20	pending	-
5a3d5de0	binfields	ManaRegenPercent	pre-ledger-backlog	2026-07-20	pending	-
16d6bc74	binfields	MapCue	pre-ledger-backlog	2026-07-20	pending	-
a9d20c63	bintypes	MapGet	pre-ledger-backlog	2026-07-20	pending	-
fa8824c0	bintypes	MapLightRegions	pre-ledger-backlog	2026-07-20	pending	-
b7fb3452	bintypes	MapPlaceableTemplate	pre-ledger-backlog	2026-07-20	pending	-
26045d85	binfields	Mapping	pre-ledger-backlog	2026-07-20	pending	-
10abaf49	binfields	MaterialBin	pre-ledger-backlog	2026-07-20	pending	-
e81d2ece	binfields	MaterialMapping	pre-ledger-backlog	2026-07-20	pending	-
2a96dc56	binfields	MaxGameEvents	pre-ledger-backlog	2026-07-20	pending	-
c40b91eb	binfields	MaxPages	pre-ledger-backlog	2026-07-20	pending	-
df4673e5	binfields	MaxScaleChange	pre-ledger-backlog	2026-07-20	pending	-
4057334e	binfields	MaxToken	pre-ledger-backlog	2026-07-20	pending	-
38823ae2	binfields	MenuButton	pre-ledger-backlog	2026-07-20	pending	-
8fba2ead	binfields	MenuGroup	pre-ledger-backlog	2026-07-20	pending	-
75c07b27	bintypes	MeshEntity	pre-ledger-backlog	2026-07-20	pending	-
7789c8db	binfields	MeshPath	pre-ledger-backlog	2026-07-20	pending	-
ed713805	binfields	MessageTra	pre-ledger-backlog	2026-07-20	pending	-
22bfe860	binfields	MeterBars	pre-ledger-backlog	2026-07-20	pending	-
cbe462b2	binfields	MeterData	pre-ledger-backlog	2026-07-20	pending	-
055a6d9a	binfields	MeterElement	pre-ledger-backlog	2026-07-20	pending	-
0364bf7c	binfields	MeterLayout	pre-ledger-backlog	2026-07-20	pending	-
af3fe1c9	binfields	MiddleElements	pre-ledger-backlog	2026-07-20	pending	-
588f9aa5	binfields	Middleframe	pre-ledger-backlog	2026-07-20	pending	-
1de82be3	binfields	MilestoneAsset	pre-ledger-backlog	2026-07-20	pending	-
c5ea66ab	binfields	MinimapColor	pre-ledger-backlog	2026-07-20	pending	-
1405b98c	binfields	MinimumRange	pre-ledger-backlog	2026-07-20	pending	-
adbcc5ee	binfields	Minutes	pre-ledger-backlog	2026-07-20	pending	-
60be11d7	binfields	MiscScene	pre-ledger-backlog	2026-07-20	pending	-
30f0104e	binfields	MissileForce	pre-ledger-backlog	2026-07-20	pending	-
8ff60339	binfields	Mission	pre-ledger-backlog	2026-07-20	pending	-
c495a1c4	binfields	MissionDesc	pre-ledger-backlog	2026-07-20	pending	-
996d7b9e	binfields	MissionImage	pre-ledger-backlog	2026-07-20	pending	-
6e35697b	binfields	MissionStatus	pre-ledger-backlog	2026-07-20	pending	-
c27efcdf	binfields	MissionTemplate	pre-ledger-backlog	2026-07-20	pending	-
ab6fd275	binfields	MobileVfx	pre-ledger-backlog	2026-07-20	pending	-
b9562e5b	binfields	ModeOverrides	pre-ledger-backlog	2026-07-20	pending	-
73fedbe4	binfields	ModifierButton	pre-ledger-backlog	2026-07-20	pending	-
f23cfa0e	binfields	ModifierHolder	pre-ledger-backlog	2026-07-20	pending	-
c8809611	binfields	ModifierIcon	pre-ledger-backlog	2026-07-20	pending	-
e105c631	binfields	ModifierLists	pre-ledger-backlog	2026-07-20	pending	-
eff321b9	binfields	ModifierModal	pre-ledger-backlog	2026-07-20	pending	-
7ba31fb9	binfields	ModifierSelected	pre-ledger-backlog	2026-07-20	pending	-
3ce24d67	binfields	ModifierSpine	pre-ledger-backlog	2026-07-20	pending	-
a19cac58	binfields	ModifierType	pre-ledger-backlog	2026-07-20	pending	-
f0ec999e	binfields	ModuleName	pre-ledger-backlog	2026-07-20	pending	-
92a92fea	bintypes	MonarchDialogUiViewController	pre-ledger-backlog	2026-07-20	local	-
562bed30	bintypes	MonarchIcon	pre-ledger-backlog	2026-07-20	local	-
f43c1115	bintypes	MonarchInteractKeybind	pre-ledger-backlog	2026-07-20	local	-
fe318069	bintypes	MonarchPlayerInventoryViewController	pre-ledger-backlog	2026-07-20	local	-
c6c4421c	bintypes	MonarchProperties	pre-ledger-backlog	2026-07-20	local	-
a34d485b	bintypes	MonarchSpellSlotKeybind	pre-ledger-backlog	2026-07-20	local	-
677514d3	bintypes	MonarchTag	pre-ledger-backlog	2026-07-20	local	-
df799a6e	bintypes	MovingSituations	pre-ledger-backlog	2026-07-20	pending	-
661f15c3	bintypes	MultiTeam	pre-ledger-backlog	2026-07-20	pending	-
0da9cf64	binfields	MusicSwitches	pre-ledger-backlog	2026-07-20	pending	-
25883c4e	binfields	Mutators	pre-ledger-backlog	2026-07-20	pending	-
30b1d74a	binfields	NamePriority	pre-ledger-backlog	2026-07-20	pending	-
6c83351f	binfields	NeedsPip	pre-ledger-backlog	2026-07-20	pending	-
38a3503e	bintypes	NetworkingGeComponent	pre-ledger-backlog	2026-07-20	pending	-
429a2180	bintypes	NeutralCampDefinition	pre-ledger-backlog	2026-07-20	pending	-
1f69daba	bintypes	NeutralCampEntity	pre-ledger-backlog	2026-07-20	pending	-
df76b69e	binfields	NewValue	pre-ledger-backlog	2026-07-20	pending	-
c870eb8b	binfields	NextGroup	pre-ledger-backlog	2026-07-20	pending	-
20c34879	binfields	NextIcon	pre-ledger-backlog	2026-07-20	pending	-
915005ed	binfields	NextState	pre-ledger-backlog	2026-07-20	pending	-
74478ecd	binfields	NexusSelector	pre-ledger-backlog	2026-07-20	pending	-
